web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1681240424-226","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=2","ECOLOGICAL CITY - Art & Climate Solutions WorkshopsECOLOGICAL CITY - Art & Climate Solutions Workshops","https://www.eventbrite.com/e/ecological-city-art-climate-solutions-workshops-tickets-446553833537?aff=ebdssbdestsearch","ECOLOGICAL CITY - Art & Climate Solutions Workshops","null","Earth Celebrations - Sixth Street Community Center 638 E 6th St (Saturdays) 9 Ave B  (Wednesdays) New York, NY 10009","About this eventJoin Earth Celebrations' Ecological City: Art & Climate Solutions Workshops and collaborate with our artists-in-residence creating visual art, giant puppets and costumes.  Artistic works are presented in the culminating Ecological City - Procession for Climate Solutions celebrating climate solution initiatives throughout the community gardens neighborhood and waterfront on the Lower East Side of New York City. Learn #sustainable processes - #bioart, #mycelium sculpture, #kombuchaleather, #bioremediation art, #ecoprinting, #naturaldyes, #papermache, #clay, #bamboo, #livingsculpture #recycledmaterialsREGISTER on Eventbrite  (free-limited tickets) ECOLOGICAL CITY - ARTS & CLIMATE SOLUTIONS WORKSHOPSFace Masks Required MARCH 1 – MAY 10, 2023Wednesdays 6pm – 9pm | Costumes with artist Yohanna Roa   (Bio-Arts with artist Kathy Creutzburg in March)																																			   @ White Box – 9 Avenue B (btw. 2nd Street & Houston)Saturdays 12pm – 4pm | Puppets with artist Lucrecia Novoa														   @ @ Earth Celebrations - 638 E. 6th Street (btw Aves B & C) L﻿ower East Side, NYCEcological City: Cultural & Climate Solutions Action Project applies the arts to build community, collaboration and action on climate solution and ecological sustainability initiatives throughout the community gardens, neighborhood and waterfront on the Lower East Side of New York City, and the importance of these local efforts to city and global climate challenges.MORE INFO: www.earthcelebrations.comWorkshops engage community to  create giant paper-mache puppets representing climate challenges and solutions for the culminating Ecological CIty - Procession for Climate Solutions.Art & Climate Solutions W﻿orkshops engage community to create a climate drawdown solutions cape using quilting techniques and  create climate costumes and visual art with mycelium (fungi), kombucha to grow leather, seaweed, rattan and other bio-degradable materials for the Ecological City - Procession for Climate Solutions.","Earth Celebrations","https://www.eventbrite.com/o/earth-celebrations-31441082675"
"1681240430-227","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","2040 Now Showcase at Crafting Sustainable Futures Exhibition2040 Now Showcase at Crafting Sustainable Futures Exhibition","https://www.eventbrite.com/e/2040-now-showcase-at-crafting-sustainable-futures-exhibition-tickets-609908261027?aff=ebdssbdestsearch","2040 Now Showcase at Crafting Sustainable Futures Exhibition","Wednesday, April 19 · 5 - 7pm EDT","Bobst Library | Bobst Gallery | 1st Floor 70 Washington Square South New York, NY 10012","About this event2 hoursMobile eTicketJoin us at Bobst Gallery for a showcase of climate action artwork from New York University‘s 2040 Now sustainability initiative and Crafting Sustainable Futures: Collaborative Visions. NYU Libraries' spring exhibition, this show creatively imagines our shared responsibility for preserving the planet we call home, featuring works by NYU students, faculty, staff, and alumni.The exhibition highlights new works coordinated by NYU's Office of Sustainability, including “Stories of Climate Change” films and an installation by Graduate School of Arts and Science student Emma Bautista. It also includes art by *This Is Not A Drill* (*TINAD*) Fellows Irene Mercadal, Richard Move, Pato Hebert, Tega Brain, and Karen Holmberg.  Additional Crafting Sustainable Futures selections were designed by NYU community members inspired by NYU Reads and *TINAD*, put in dialogue with topics of ecological sustainability, environmental justice, and the power of hope as we navigate the climate emergency.Crafting Sustainable Futures:  Collaborative Visions will be on view in the Mamdouha Bobst Gallery from March 21 - June 30, 2023, during Bobst Library's hours of operation. 2040 Now Showcase ReceptionThe 2040 Now Showcase Reception will feature brief remarks by the curator and featured artists. Refreshments will be served.This event is free and open to the public. More about 2040 Now, *This Is Not A Drill*, and NYU Reads2040 Now is a university-wide initiative to envision what our sustainable future will look like in 2040 when NYU plans to be climate neutral. *This Is Not A Drill*: Artistic Perspectives on the Climate Emergency, Technology and Equity was a fall 2023 exhibition curated by *TINAD* Director Mona Sloane, Tisch School of the Arts. NYU Reads is a community-building, university-wide common read program coordinated through the Office of the Provost.Image description:  abstract shapes  colored yellow, pink, red, blue, green, purple, and black appear alongside  rectangles of abstract black, white, and off-white shapes. Detail of illustrations by Jasmine “Jaz” Smith-Cruz, featured in artwork by Shawn(ta) Smith-Cruz.","NYU Libraries","https://www.eventbrite.com/o/nyu-libraries-30218821320"
"1681240433-228","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","TECHSPO New York 2023 Technology Expo (Internet ~ AdTech ~ MarTech)TECHSPO New York 2023 Technology Expo (Internet ~ AdTech ~ MarTech)","https://www.eventbrite.com/e/techspo-new-york-2023-technology-expo-internet-adtech-martech-tickets-442445776227?aff=ebdssbdestsearch","TECHSPO New York 2023 Technology Expo (Internet ~ AdTech ~ MarTech)","April 27 · 9am - April 28 · 4pm EDT","New York Marriott at the Brooklyn Bridge Hotel 333 Adams St New York, NY 11201","About this event1 day 7 hoursMobile eTicketAbout TECHSPO New York 2023Where Business, Tech and Innovation Collide in NYC! TECHSPO New York 2023 is your chance to …– Check out exhibitors showcasing the next generation of technology & innovation.– Be inspired, amazed and educated on how these evolving technologies will impact your business for greater growth.– Interact with technology enthusiasts, build your network and reunite with your peers.The 9th annual TECHSPO New York, two-day technology expo returns April 27th and 28th, 2023 to the luxurious New York Marriott at the Brooklyn Bridge Hotel in New York City, NY. TECHSPO New York brings together some of the best developers, brands, marketers, technology providers, designers, innovators and evangelists looking to set the pace in our advanced world of technology. Watch exhibitors showcase the next generation of advances in technology & innovation, including; Internet, Mobile, AdTech, MarTech and SaaS technologies. Be prepared to be inspired, amazed and educated on how these evolving technologies will impact your business for greater growth.As part of TECHSPO New York is a limited attendance paid event, DigiMarCon East 2023 Digital Marketing, Media and Advertising Conference (https://digimarconeast.com). If the conference is where the learning, theory and inspiration happens, then the TECHSPO floor is where the testing, networking and product interaction takes place. For complete details visit https://techsponyc.com.Event ZonesHere’s a peek at what you will see at TECHSPO:Auditorium - The Auditorium is a live stage with round-table seating of speaker presentations. Presentations feature Keynotes. Industry Panels and Master Classes given by Expert Speakers in the digital marketing industry, providing attendees with digital marketing best practices, latest trends, practical solutions and strategy.Exhibition Hall - The Exhibition Hall showcases the next generation of technology & innovation; Internet, Mobile, AdTech, MarTech and SaaS. The Exhibition Hall includes ample break tables for networking with your peers. Training Theater - The Training Theater has a mix of a selection of live streamed sessions from DigiMarCon Digital Marketing, Media and Advertising Conference throughout the event program and a Lunch and Learn presentation during the Networking Luncheon.Podcast Studio - The Podcast Studio is an interactive space where visitors are able to sit in and view live intermittent interviews between a host and selected exhibitors, speakers and. Dining Hall  - The Dining Hall is where food and beverage catering is provided. Use these scheduled networking breaks to get to know the people you connect with via social networks—up close and personal.Photo Booth - Get your photo taken at the Photo Booth and real-time share on your Social Media Channels. The Photo Booth is a fun interactive experience in the Exhibition Hall that makes your visit more memorable. PassesCheck out your pass options below. For the best onsite experience a 1-Day Training Pass or 2-Day All Access Pass is recommended.-﻿-------------------------------------------------------------------------------------------------Visitor Pass is a 1-day limited pass that includes:TECHSPO Hall (Access between 9:00am - 4:00pm)The Visitor Pass does NOT include:DigiMarCon Auditorium AccessExpo BagCertificate of AttendanceWelcome RefreshmentsNetworking Luncheon-﻿-------------------------------------------------------------------------------------------------Training Pass is a 1-day full pass that includes:TECHSPO Hall (Access between 9:00am - 4:00pm)DigiMarCon Auditorium (Access between 10:00am - 3:00pm)Expo BagCertificate of AttendanceWelcome Refreshments: 9:00am – 10:00amNetworking Luncheon: 12:00pm – 1:30pm-﻿-------------------------------------------------------------------------------------------------All Access Pass is a 2-day full pass that includes:TECHSPO Hall (Access between 9:00am - 4:00pm)DigiMarCon Auditorium (Access between 10:00am - 3:00pm)Expo BagCertificate of AttendanceWelcome Refreshments: 9:00am – 10:00amNetworking Luncheon: 12:00pm – 1:30pmRegister NowWill you be at TECHSPO New York 2023? REGISTER NOW as space is limited.TECHSPO New York 2023 will sell out, so register early!For complete details about TECHSPO New York 2023 visit https://techsponyc.comIf you have any inquiry about TECHSPO New York 2023, contact our Customer Service team by Email at info@techspo.co or Phone +1 (800) 805-5385 (Toll Free).","TECHSPO Technology Expo Global Series","https://www.eventbrite.com/o/techspo-technology-expo-global-series-55210999463"
"1681240437-229","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","Sustainable Engineering SummitSustainable Engineering Summit","https://www.eventbrite.com/e/sustainable-engineering-summit-tickets-597012258737?aff=ebdssbdestsearch","Sustainable Engineering Summit","Thursday, April 20 · 3 - 7pm EDT","Pfizer Auditorium MetroTech Center Brooklyn, NY 11245","About this event4 hoursMobile eTicketAt NYU Tandon, we believe sustainability is not a spectator sport and are working hard to advance engineering solutions for climate change and environmental pollution. To celebrate these efforts, we invite you to join us in the first Sustainable Engineering Summit on April 20th, at 3 PM.The event will feature a series of talks, panel discussions, poster demonstrations, and a networking reception bringing together the sustainable engineering community at NYU and beyond.We are excited to host Prof. Paul Anastas as our inaugural keynote speaker who will be speaking about “How to Design a Sustainable Tomorrow."" Prof. Anastas is widely known as the ""Father of Green Chemistry"", and currently serves as the Director of the Center for Green Chemistry and Green Engineering at Yale University. Previously, Dr. Anastas has held senior government positions, including serving in the White House Office of Science and Technology, and as the Assistant Administrator for the US Environmental Protection Agency's Office of Research and Development.We hope you can join us, and help us shape the future of NYU Sustainable EngineeringWhere? Pfizer Auditorium. 5 MetroTech Center - Dibner Hall When? Talks and Panel Discussion: 3 PM. Networking Reception: 5:30 PMWe require photo ID and proof of vaccination for this event.Hope you can join us with an RSVP!","NYU Tandon Sustainable Engineering Initiative","https://www.eventbrite.com/o/nyu-tandon-sustainable-engineering-initiative-63895075433"
"1681240440-230","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","The Art Business Conference New York 2023The Art Business Conference New York 2023","https://www.eventbrite.co.uk/e/the-art-business-conference-new-york-2023-tickets-541994128027?aff=ebdssbdestsearch","The Art Business Conference New York 2023","Wed, 26 Apr 2023 08:30 - Thu, 27 Apr 2023 13:30 EDT","300 Madison Ave 300 Madison Avenue New York, NY 10017","About this event1 day 5 hoursMobile eTicketThe Art Business Conference is the conference for art world professionals in New York. If you are involved in buying, selling or caring for art, whether as a gallery owner, operations director, art advisor, studio manager, foundation, private collector, auctioneer or museum professional, this conference covers the key aspects of running an art business or collection.  The conference will also mark the publication and presentation of three industry leading reports together with panel discussions and educational workshops, where industry experts will share specialist advice and insight on the art world - from best practice to the latest updates in legislation & tech.  In the Business Pavilion, you can meet speakers and our exhibitors to continue the discussions and expand your art business network.  For 2023, we will be introducing an additional half day of talks on 27th April that will focus on sustainability with workshops and training, please select the sessions you would like to attend at checkout. AgendaWednesday April 26, 2023 8:45-9:15am: Coffee Welcome and networking in the Business Pavilion 9:15-9:20: Welcome by Julia Halperin, Conference Chair9:20-10:35: Sustainability and the artworld: responsibly operating art businesses in the time of the climate crisis requires cross-sector collaboration in order to make meaningful shifts towards sustainable models. After a momentary pause in operations after 2020, the art world is back in full swing with a robust pace of art fairs, exhibitions, and travel. How can galleries, shippers, and insurers work together to advance commitments to climate action in the sector? Speakers: Laura Lupton (LHL Consulting & Barder), Jake Burgess (AXA XL), Ted MacLean (Crozier), Maureen Bray (ADAA)10:35-10:50: The Art Provenance Report: following a successful inaugural Art Provenance Symposium earlier this year, we present, The Report. An essential addition to the various yearly art market reports, the report addresses the state of due diligence and provenance research across the institutional and private sectors. During the Art Provenance Symposium, over 20 delegates offered their expert opinions on issues ranging from repatriation and restitution, new databases and research tools, case studies on a wide range of possible red flags and different approaches to provenance research, the current cultural heritage crisis in Ukraine, and the change in public perception throughout the decades. The Report contextualizes the main themes, emphasizing the key issues faced by art market professionals, independent researchers and curators. A steppingstone in the solidification of the relationship between the private and institutional culture sector, the reports aim is to broaden the conversation on ‘How much due diligence qualifies as duly diligent’ and ideally agree on a universal provenance standard. Presenter: Angelina Giovani (Flynn & Giovani Art Provenance Research)10:50-11:20: Coffee & Networking Break in the Business Pavilion 11:20-12:20: From Wallflower to Wealth Generator: how Art Lending unlocks value in an increasingly muddy landscape.  Our panel of art financiers will discuss various art lending business models (private banks, specialty art finance companies and auction house lenders) in the new normal of an increasingly challenging global banking environment. To help art owners navigate these options, the panelists will highlight the differences in underwriting guidelines of the various liquidity solutions. This all-women panel, moderated by Tim Schneider of Artnet News, will address the ways that the art lending space has evolved around the globe in the last decade. Topics will include creative ways that collectors, gallerists, estates, trustees, museums and others, are using art loans to meet their financial objectives and key challenges for both lenders and borrowers in the current market. Finally, the panel will discuss ways that the art financing landscape is likely to evolve in the coming years. Speakers: Rebecca Fine (Athena Art Finance), Sayuri Ganepola (Christie's), Deborah Larrison (Bank of America) and moderated by Tim Schneider (artnet)12:20-12:40: Artsy's Art Industry Trends Report. Presenter: Alexander Forbes 12:40-12:45: Presentation: Edouard Gouin (Convelio)12:45-13:40: Networking lunch in the Business Pavilion 13:45-14:45: Cyber Workshop: Are you cyber target? The panel will explore the cyber threat environment, vulnerabilities you face along with the importance of implementing cyber security controls to minimize an attack and how to recover from reputational damage.  Speakers: Brenden Beu (Synergy) and Marty Ross (Gallagher)14:45-15:45: Hire & Inspire: Employment in Today’s Art World: against a background of the introduction of the New York salary transparency mandate as well as new, shifting workplace expectations on the part of both employer and employees, our panel will explore key trends and best practice.  From the legal requirements around hiring, including contract formation, confidentiality, non-solicits, non-competes, to new standards focused on retaining, developing, and incentivising teams, we will ask our panel to share advice and relevant case studies.  Speakers: Rebecca Zaretsky (David Zwirner), Anita Ragusa (Consultant), Ruofei Xiang (Mazzola Lindstrom), Rosie Allan (Sophie Macpherson) and moderated by Cat Manson (Executive Coach & Consultant)15:45 - 16:15: Networking coffee break sponsored by Mazzola Lindstrom 16:15-17:15: Art & Technology panel: these three key innovative art tech companies are paving the way for how technology can change the business of art for galleries, collectors and artists around the world. Join us as they break down the top emerging technology trends for 2023, and reveal some of the exciting innovations they are developing. Speakers: Joe Elliott (Artlogic), Dustyn Kim (Artsy), Edouard Gouin (Convelio) and moderated by Lexy Schmertz (Christie's Ventures)17:15: Closing remarks: Julia Halperin Conference Chair17:20-18:20 - Networking drinks in the Business Pavilion On April 27th there will be an additional half day of talks (morning only) and you can choose the following sessions: Breakout talks: The Market - what are the opportunities and blocks to climate action in the 2023 art market?The Institution / The Makers / The Exhibition - what are the opportunities and blocks to climate action in 2023 arts programming and exhibitionsFollowed by the following workshops:Understanding Climate Impact ReportingPacking/Shipping/Materials: Solutions and Services Climate ControlTicket prices include entry to all sessions, breakfast networking, refreshments, lunch and post-conference networking drinks plus Day 2 talks, please choose which talks you want to attend at checkout. Please visit www.artmarketminds.com to discover our speaker biographies and other upcoming events. Art Market Minds Accommodation We’ve also partnered with Turon Travel for a hotel nearby the venue, you can book here","Art Market Minds","https://www.eventbrite.co.uk/o/art-market-minds-6241950927"
"1681240443-231","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","Climate Town Town HallClimate Town Town Hall","https://www.eventbrite.com/e/climate-town-town-hall-tickets-574683242047?aff=ebdssbdestsearch","Climate Town Town Hall","Starts on Monday, May 8 · 7:30pm EDT. Doors at 7pm","The Bell House 149 7th Street (Between 2nd and 3rd Ave) Brooklyn, NY 11215","About this event1 hour 30 minutesAges 21+Mobile eTicketClimate Town will release a brand new video at this show. We are promising that.But what is Climate Town? Rollie Williams and the Climate Town team make comedy videos about the climate crisis for their 450,000 YouTube subscribers. Now, after two years and millions of views, they're bringing that same climate change comedy to the stage, where you can see it the way it has never before been seen: LIVE. And remember: we will release a brand new video at this show. We are promising that.@climatetown7:00pm Doors / 7:30pm Show$15 GAAges 21+*This event will be mixed seated/standing. Arrive early for best seat selection","The Bell House","https://www.eventbrite.com/o/the-bell-house-17899492469"
"1681240446-232","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","Infrastructure for Climate ResilienceInfrastructure for Climate Resilience","https://www.eventbrite.com/e/infrastructure-for-climate-resilience-tickets-601699688967?aff=ebdssbdestsearch","Infrastructure for Climate Resilience","Tuesday, April 18 · 5:45 - 7pm EDT","Fayerweather Hall, Room 513 1180 Amsterdam Avenue New York, NY 10027","About this event1 hour 15 minutesMobile eTicketGeorge Deodatis addresses the threat posed by the combination of sea level rise and storm-induced flooding to interdependent infrastructure, including its above- and below-ground components. The ultimate objective is to establish optimal adaptation/mitigation strategies within a prescribed budget. Strategies in this context include, but are not restricted to, building sea-walls or other artificial and natural protective mechanisms, as well as strategic retreat.Thaddeus Pawlowski will then delve into the crucial topic of climate adaptation in New York City, where he'll share invaluable insights learned from the devastating impact of Hurricane Sandy on housing displacement and neighborhood recovery. He will explore why addressing the climate crisis is not just a matter of environmental concern, but also an urgent call to redesign urban systems that perpetuate social vulnerability, and pave the way for a more resilient and sustainable future.Event SpeakersGeorge Deodatis, Santiago and Robertina Calatrava Family Professor of Civil Engineering and Professor of Earth and Environmental Engineering at Columbia UniversityThaddeus Pawlowski, Director of the Center for Resilient Cities and Landscapes at Columbia UniversityModerated by Sarah Cole, Parr Professor of English and Comparative Literature and Dean of the Humanities at Columbia UniversityEvent InformationFree and open to the public; registration required. All in-person attendees must follow Columbia's COVID-19 policies. Visitors will be asked to provide proof of COVID-19 vaccination. Online attendees will receive a Zoom link from Eventbrite. Please email scienceandsociety@columbia.edu with any questions. Part of the Climate and Society series. Hosted byCenter for Science and SocietyColumbia Climate SchoolDean of HumanitiesEarth InstituteLamont-Doherty Earth ObservatoryClimate and Society MA ProgramThe Center for Science and Society makes every reasonable effort to accommodate individuals with disabilities. If you require disability accommodations to attend a Center for Science and Society event, please contact us at scienceandsociety@columbia.edu or (212) 853-1612 at least 10 days in advance of the event. For more information, please visit the campus accessibility webpage.","The Center for Science and Society","https://www.eventbrite.com/o/the-center-for-science-and-society-8449633279"
"1681240449-233","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","Women Transforming Technology - C1000Women Transforming Technology - C1000","https://www.eventbrite.com/e/women-transforming-technology-c1000-tickets-594865959097?aff=ebdssbdestsearch","Women Transforming Technology - C1000","Wednesday, April 26 · 4 - 7pm EDT","Alianza Dominicana Cultural Center in Washington Height @ Catholic Charities Community Services 530 West 166th Street New York, NY 10032","About this event3 hoursMobile eTicketWondering how to enter and make it in technology?  There are many opportunities for working in technology and using it to foster change. You don’t have to have a STEM background or know how to code. If your core business is not in technology, you can still learn how to engage with technology-related fields and activities. If you have a tech business, learn different ways to scale.This event will help you embrace the possibilities. Meet and network face-to-face with founders of tech businesses, women in corporations and entrepreneurs. Join round-table conversations to explore multiple facets of the technology business.Keynote • Panel Discussion • NetworkingWednesday, April 26, 20234:00-7:00 PM ET Alianza Dominicana Cultural Center, 560 West 166th Street, New York CityThe keynote, panel discussion and post-event networking are free. You must register to attend. Donations of $10 or more are welcome and appreciated, but not required.CLICK HERE IF YOU WOULD LIKE TO MAKE A DONATION TO SUPPORT NYWIB'S MISSION AND PROGRAMS.What you will learnBy the end of this event, you will be able to:Identify opportunities for engaging in technology-related fields and activitiesUnderstand how tech companies can scaleChart paths for your business to grow with the technology sectorAgendaPanel DiscussionsListen to two panels of women – three who work in major technology companies like Google and founders of innovative small technology businesses in fintech, emotion-sensing technologies, and digital media. They will share their challenges and journeys and discuss ways you can engage with them.NetworkingThere will be opportunity after the panel discussions for networking with panel speakers and other women.One-on-One MentoringSCORE NYC mentors with expertise in marketing, business planning, finance and other areas will be there to meet you after the panel discussion. Sessions are free, one-on-one and confidential.Refreshments will be available until they run out.Speakers (More being confirmed)Denia Del Cid, Site Reliability Engineer, Google Originally from Honduras, Denia has had an amazing career trajectory at Google. After graduating from Florida State University with a BS in Computer Engineering, she was recruited to work in Google headquarters in California as a member of the Information Technology team, first as an intern and 6 months later as a full-time employee: becoming a go-to person for Googlers' computer hardware and software needs. She subsequently worked in Ann Arbor Michigan, Dublin, Ireland, and NYC offices, climbing the engineering ladder from internal support to Site Reliability engineering. Along the way, she switched from a background in hardware engineering to software. Currently, she works on cloud virtualization of corporate machines.Fabianna Rodriguez-Mercado, Cybersecurity Chief of Staff at Citi | Co-Leader Latinas in TechnologyFabianna Rodríguez-Mercado is the CISO Cyber Security Services (CSS) Business Manager / Chief of Staff at Citi, where she will oversee headcount management, financial activity, and communications. Before joining Citi, Fabianna worked for Accenture as an I.T. Project & Project Management Analyst and I.T. Support for Infrastructure Services of Accenture (I.S.A.), leveraging hybrid frameworks to manage projects across various market units. Fabianna received her M.B.A.Cum Laude in Technology from Baruch College and B.B.A. Cum Laude in Marketing from the Pontifical Catholic University of Puerto Rico. She graduated Valedictorian from Per Scholas in February 2019, from Fullstack Academy Cybersecurity Bootcamp in September 2019, and studied International Marketing Management in Brazil and Italy. She is a co-Lead with Latinas in Tech in N.Y.C. and serves on the board of directors for Per Scholas in New York. Fabianna lives with her family in New York City and enjoys traveling and live music in her spare time.Alexandra Ruiz, Founder, Poder Capital, Entrepreneur, Intrapreneur, Adjunct Professor at St. John’s UniversityAlexandra is the founder of Poder Capital is a NYC-based fintech company that will co-create with the Latinx community affordable financial products/services to support wealth-building in the present and for generations to come. Among other things, it offers a crowdlending platform for Latinx Small Business Owners (SBMOs).  As a BIPOC immigrant from the Dominican Republic,  she has an impeccable track record in driving organizational vision, financial planning, strategy and diversity, equity, and inclusion in the field. She has assumed leadership roles working with the NYC Vaccine Command Center, the NYC Taskforce on Racial Inclusion & Equity's Vaccine Equity Sub-Committee, and NYC Mayor’s Office of Immigrant Affairs creating innovative service interventions and campaigns that have served over 200,000 immigrant New Yorkers. In 2009 she became one of the founders of the nonprofit organization Immigrant Advancement Matters (I.A.M.).Miho Shoji, Co-Founder, MoodbitMiho is a a serial entrepreneur who was born in Bolivia and then lived in Chile for 15 years before she moved to New York City. From her varied experiences, she is all to aware of how emotions impact productivity; so much so that she partnered up with Alfredo Jaldin to co-found Moodbit, with the mission to measure and improve the morale of employees. Moodbit uses emotion-sensing technology that relies on text, content and tone analysis of conversations, whether audio or textual such as email.As part of the analysis, scores are attached to words, for example, to determine emotional states, i.e., the levels of stress, discontent, and sadness. Post-analysis Moodbit then suggests a slate of actions a team leader, manager or executive can take to improve morale. In turn, the hope is happier people are more productive, with less absenteeism and turnover.Jaclyn Tacaronte, Founder, JMT Media  Jaclyn is an award-winning marketing and public relations professional with over 18 years of experience in both agency and client-side settings, serving Fortune 500 companies, including Canon, Puma, Harley-Davidson and Proctor & Gamble. She is currently the CEO & President of JMT Media, LLC., a New York certified M/WBE boutique marketing, public relations and design firm.Among her professional recognitions, in 2011 she was awarded TED Electrical Magazine’s Best-of-the-Best Marketing Excellence Award for Best Print Advertising Campaign. JMT Media was listed as an official 2018 Honoree for Stars Under 40, sponsored by Schnepps Communications. In 2019, the Staten Island Economic Development Corporation listed Jaclyn Tacoronte as a “40 Under 40” Honoree and a nominee for the 2019 “Fastest Growing Small Business”. The 2020 U.S. Small Business Administration’s (SBA), New York District Office New York Small Business Champion of the Year.By registering you'll be subscribed to SCORE and  NYWIB email lists.This event is jointly sponsored by New York Women in Business and Women.NYC*Disclaimers: (1) This event is open to the public and at no-cost, doors will be closed once the venue reaches capacity, arrive early. (2) By signing up for this event you accept to be photographed and recorded, and allow women.nyc and NYWIB to use the materials for informational and promotional purposes.(3) By registering to this event you accept to join our email list and receive information about future events and resources. (4) Food and drinks are provided until supplies last, and you decline to make the organizers responsible for any allergies or reactions the food could cause you.*Disclosure: Anyone can participate in Women.NYC and NYWIB programs regardless of actual or perceived sex, gender, gender identity or gender expression, sexual orientation, age, religion, creed, partnership status, marital status, disability (including use of a service animal), race, color, national origin, alienage, citizenship status, military status, or any other class protected by City, State, or Federal law.","New York Women in Business","https://www.eventbrite.com/o/new-york-women-in-business-37528411773"
"1681240453-234","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","Creative Climate Awards - Opening Night 2023Creative Climate Awards - Opening Night 2023","https://www.eventbrite.com/e/creative-climate-awards-opening-night-2023-tickets-558018066057?aff=ebdssbdestsearch","Creative Climate Awards - Opening Night 2023","Wednesday, April 19 · 7 - 9:30pm EDT","Taipei Economic and Cultural Office (TECO) 1 East 42nd Street New York, NY 10017","About this event2 hours 30 minutesMobile eTicketJoin us in celebrating the Opening Night of the Human Impacts Institute's annual Creative Climate Awards (CCA). It will be an evening of live performances and mingling with participating artists of our 2023 CCA. You won't want to miss this kick-off event full of inspiring performances and innovative ways to address climate change from artists around the world. Stay for drinks and food as you engage with amazing climate action and art. This event is a part of the Human Impacts Institute's 2023 Creative Climate Awards, a month-long festival of art and ideas that connect us to climate action for a just and liveable world. Join us from April 19th - May 12th in NYC. Visit the Human Impacts Institute Creative Climate Awards page to learn more: https://www.humanimpactsinstitute.org/cca2023 Thank you to our sponsors of this year's Creative Climate Awards! This program is supported, in part, by public funds from the New York City Department of Cultural Affairs in partnership with the City Council, Taipei Economic and Cultural Office (TECO) in New York, The Dumbo BID, The Queen's Botanic Garden & The New York City DOT Arts Program.Image Below: by Mollie Hosmer-Dillard. The Invention of the Individual","Human Impacts Institute","https://www.eventbrite.com/o/human-impacts-institute-10881727595"
"1681240456-235","https://www.eventbrite.com/d/ny--new-york/climate-technology/?page=1","Will US Industrial Tech Policy Irrevocably Harm Transatlantic Ties?Will US Industrial Tech Policy Irrevocably Harm Transatlantic Ties?","https://www.eventbrite.com/e/will-us-industrial-tech-policy-irrevocably-harm-transatlantic-ties-tickets-609693057347?aff=ebdssbdestsearch","Will US Industrial Tech Policy Irrevocably Harm Transatlantic Ties?","Wednesday, April 19 · 6 - 7:30pm EDT","International Affairs Building 420 West 118th Street 15th Floor New York, NY 10027","About this event1 hour 30 minutesMobile eTicketThe future of transatlantic relations is uncertain with tensions over technology, trade, and US industrial policy reinforcing the need for greater coordination and unity. With the war in Ukraine raging, fissures are emerging over the level of support given to Kyiv. Add to that disagreements over climate and energy policy, the sovereignty of supply chains, and the ‘reindustrialization’ of trade, and one has to wonder: are transatlantic ties headed for greater competition or cooperation? In view of the challenge posed by China and the war next door in Ukraine, how can Europe forge a more coordinated strategy with the US around technology and industry? In this George McGovern Lecture, Visiting Professor Philippe Etienne draws from his experience as Ambassador of France to the US to answer these and other questions.Keynote Address: Philippe Etienne, George McGovern Visiting Professor of International and Public Affairs and former Ambassador of France to the United StatesA fireside chat will follow with:Julia Chatterley, anchor and correspondent for CNN International and anchor of “First Move with Julia Chatterley”S﻿ponsor: Columbia SIPA","Columbia University | SIPA","https://www.eventbrite.com/o/columbia-university-sipa-9322606614"
